experiment_id,task_type,categorical_scheme,feature_method,n_components,model_backend,glmnet_alpha,seed,rho,label_strength,mcem_samples,model,aggregation,n_patients,n_early,n_advanced,auroc,multiclass_logloss,accuracy,balanced_accuracy,macro_f1,metric_name,metric_value
EXP040_categorical_three_stage_PCAk10_xgboost_seed2026,categorical,three_stage,PCA,10,xgboost,,2026,,0.7,30,Categorical MCEM-MMIL,q99_prob,12,,,,1.0746949358857991,0.5,0.3999999999999999,0.4791666666666667,accuracy,0.5
EXP040_categorical_three_stage_PCAk10_xgboost_seed2026,categorical,three_stage,PCA,10,xgboost,,2026,,0.7,30,Naive inherited-label classifier,q90_prob,12,,,,0.9650082472251706,0.6666666666666666,0.5333333333333333,0.7179487179487178,accuracy,0.6666666666666666
EXP041_categorical_three_stage_PCAk20_glmnet_ridge_seed2026,categorical,three_stage,PCA,20,glmnet,0.0,2026,,0.7,30,Categorical EM-MMIL,mean_prob,12,,,,0.9094006892211692,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP041_categorical_three_stage_PCAk20_glmnet_ridge_seed2026,categorical,three_stage,PCA,20,glmnet,0.0,2026,,0.7,30,Categorical MCEM-MMIL,mean_prob,12,,,,0.91535074222568,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP041_categorical_three_stage_PCAk20_glmnet_ridge_seed2026,categorical,three_stage,PCA,20,glmnet,0.0,2026,,0.7,30,Naive inherited-label classifier,median_prob,12,,,,0.8299797072611085,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP042_categorical_three_stage_PCAk20_glmnet_elasticnet_seed2026,categorical,three_stage,PCA,20,glmnet,0.5,2026,,0.7,30,Categorical EM-MMIL,mean_prob,12,,,,0.9287292309811505,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP042_categorical_three_stage_PCAk20_glmnet_elasticnet_seed2026,categorical,three_stage,PCA,20,glmnet,0.5,2026,,0.7,30,Categorical MCEM-MMIL,mean_prob,12,,,,0.9230391469927576,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP042_categorical_three_stage_PCAk20_glmnet_elasticnet_seed2026,categorical,three_stage,PCA,20,glmnet,0.5,2026,,0.7,30,Naive inherited-label classifier,median_prob,12,,,,0.8221407051841414,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP043_categorical_three_stage_PCAk20_glmnet_lasso_seed2026,categorical,three_stage,PCA,20,glmnet,1.0,2026,,0.7,30,Categorical EM-MMIL,mean_prob,12,,,,0.9245757596181052,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP043_categorical_three_stage_PCAk20_glmnet_lasso_seed2026,categorical,three_stage,PCA,20,glmnet,1.0,2026,,0.7,30,Categorical MCEM-MMIL,mean_prob,12,,,,0.9267162025054154,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP043_categorical_three_stage_PCAk20_glmnet_lasso_seed2026,categorical,three_stage,PCA,20,glmnet,1.0,2026,,0.7,30,Naive inherited-label classifier,median_prob,12,,,,0.8220116289521148,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP044_categorical_three_stage_PCAk20_xgboost_seed2026,categorical,three_stage,PCA,20,xgboost,,2026,,0.7,30,Categorical EM-MMIL,mean_prob,12,,,,0.9544025729410603,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP044_categorical_three_stage_PCAk20_xgboost_seed2026,categorical,three_stage,PCA,20,xgboost,,2026,,0.7,30,Categorical MCEM-MMIL,mean_prob,12,,,,0.9626429626616176,0.75,0.6,0.8181818181818181,accuracy,0.75
EXP044_categorical_three_stage_PCAk20_xgboost_seed2026,categorical,three_stage,PCA,20,xgboost,,2026,,0.7,30,Naive inherited-label classifier,mean_prob,12,,,,0.8760261213449155,0.75,0.6,0.8181818181818181,accuracy,0.75
